Account,Text,Date,Compound,Positive,Neutral,Negative
@CBS,"Hot off the presses! Congratulations on your win and your newborn twins, @ChrisStapleton ! #ACMawards https://t.co/4e9qhxMN69",04/16/18,0.851,0.389,0.611,0.0
@CBS,RT @_miracarrara: #ACMawards I am so happy “Tin Man” won song of the year. amazing😍@mirandalambert,04/16/18,0.857,0.413,0.587,0.0
@CBS,RT @TheAmelieAnna: Yaaas! @mirandalambert congrats on #Tinman winning! #ACMAwards,04/16/18,0.812,0.513,0.487,0.0
@CBS,Congratulations to @mirandalambert for her #ACMawards win for Song of the Year! https://t.co/pucK1Us49R,04/16/18,0.84,0.421,0.579,0.0
@CBS,Looks like @BebeRexha and @FLAGALine are “Meant To Be” at the #ACMawards! 🎶 https://t.co/0RvqyJ9geh,04/16/18,0.42,0.189,0.811,0.0
@CBS,RT @AlliCat028: Loving the show so far. @ChrisYoungMusic rocked it and of course @reba is perfect. @ACMawards #ACMAwards,04/16/18,0.823,0.322,0.678,0.0
@CBS,RT if you loved that amazing performance of “Rich” by @MarenMorris 💸 #ACMawards https://t.co/3FeWpdOSl6,04/16/18,0.827,0.412,0.588,0.0
@CBS,"Give a round of applause for the #ACMawards host, @reba! 👏 https://t.co/ilIBWn6VIn",04/16/18,0.475,0.256,0.744,0.0
@CBS,RT @JustinPlummer15: Laid up in bed with my dog watching the #ACMAwards is the best way to spend Sunday night 👌🏻,04/16/18,0.637,0.174,0.826,0.0
@CBS,Get ready to see your favorite country stars light up the night. The #ACMawards start NOW! https://t.co/SCf66kSWxT,04/15/18,0.7,0.279,0.721,0.0
@CBS,Kick your boots off and stream the 53rd #ACMawards in 30 minutes on CBS All Access: https://t.co/sdTTidJYre https://t.co/pyi23nBPSH,04/15/18,0.0,0.0,1.0,0.0
@CBS,Tonight's the night! Tune in at 8/7c to see @reba and all your favorite country artists take Vegas by storm at the… https://t.co/UlPpES5eN8,04/15/18,0.509,0.13,0.87,0.0
@CBS,The anticipation is real. Just three hours away from the 53rd #ACMawards! Tune in at 8/7c on CBS All Access:… https://t.co/9os3PJ4pyQ,04/15/18,0.176,0.078,0.922,0.0
@CBS,"Are you ready to party with @dariusrucker in a few hours at the #ACMawards? Watch the show LIVE at 8/7c on CBS, or… https://t.co/xAGKgZFRoD",04/15/18,0.637,0.198,0.802,0.0
@CBS,Look out for @LukeBryanOnline's performance tonight at the 53rd #ACMawards! https://t.co/dgxgsfj5Hg,04/15/18,0.0,0.0,1.0,0.0
@CBS,Are you as excited for the #ACMawards as @KelseaBallerini? This Female Vocalist Of The Year nominee is taking the s… https://t.co/JSj5jGH25H,04/14/18,0.34,0.107,0.893,0.0
@CBS,Watch @Jason_Aldean and @ThomasRhett take a break from rehearsals to spend quality time with Route 91 Survivors.… https://t.co/TiDfaYxJUm,04/14/18,0.0,0.0,1.0,0.0
@CBS,Country's brightest stars like @ThomasRhett are ready to pour their hearts out during their performances tomorrow n… https://t.co/m3zOG8M8lw,04/14/18,0.84,0.375,0.625,0.0
@CBS,You’re invited to Country Music's Party of the Year®! Here's everything you need to know before watching the 53rd… https://t.co/Xr4iamFD7t,04/14/18,0.457,0.136,0.864,0.0
@CBS,Get excited! @NCIS_CBS has been renewed for Season 16. https://t.co/JnL0D0vMsV,04/13/18,0.4,0.23,0.77,0.0
@CBS,What goes into putting on an extraordinary show like the 53rd #ACMawards? Head behind the scenes with the executive… https://t.co/2sFRfYNAku,04/13/18,0.361,0.116,0.884,0.0
@CBS,Enjoy this #FlashbackFriday revisiting @ThomasRhett @KaceyMusgraves and more of country's biggest names for their f… https://t.co/cnCQBnP1xI,04/13/18,0.494,0.176,0.824,0.0
@CBS,"Host of the 53rd #ACMawards @reba is ready for ""family, friends, and getting together"" this Sunday! https://t.co/y25ZipnL32",04/13/18,0.709,0.282,0.718,0.0
@CBS,It's almost time for Broadway's Biggest Night! @katharinemcphee and @leslieodomjr are set to announce nominations f… https://t.co/oHbuSD5ijc,04/13/18,0.0,0.0,1.0,0.0
@CBS,"In two days, Vocal Group Of The Year nominee @ladyantebellum will be serenading fans from the 53rd #ACMawards stage… https://t.co/ku9cnef29x",04/13/18,0.0,0.0,1.0,0.0
@CBS,"In just a few days, country superstar @KeithUrban will take center stage with @juliamichaels to perform his new sin… https://t.co/he6TsePMgA",04/12/18,0.0,0.0,1.0,0.0
@CBS,Country star @MarenMorris lit up the stage in honor of @eltonofficial and she's about to belt it out again at the 5… https://t.co/OkGaL9MlB2,04/12/18,0.494,0.127,0.873,0.0
@CBS,"Comedian, actor, and global superstar @KevinHart4real will host CBS’ new TV competition TKO: TOTAL KNOCK OUT! Learn… https://t.co/0XfMAoakDM",04/12/18,0.439,0.145,0.855,0.0
@CBS,You may be surprised to learn some of your favorite TV stars have deep southern roots and a love for country music.… https://t.co/rCoNVI0qeT,04/12/18,0.844,0.324,0.676,0.0
@CBS,RT @TheTalkCBS: WATCH: @Reba McEntire AND @kelly_clarkson will be singing a duet together at the #ACMs! Check out which song they chose 👍 h…,04/11/18,0.0,0.0,1.0,0.0
@CBS,"This Sunday night, @carrieunderwood will be taking the stage to share her soon-to-be-released single live at the 53… https://t.co/NRS6RAaKZK",04/11/18,0.296,0.109,0.891,0.0
@CBS,"Pets—you can't help but love 'em! Celebrate #NationalPetDay with more sweet, unexpected moments between Frasier and… https://t.co/o4gNRN42su",04/11/18,0.681,0.338,0.449,0.213
@CBS,"Today, 53rd #ACMawards host @reba will be answering fan questions when she takes to Facebook Live. Be sure to tune… https://t.co/vsSjAPFW1Z",04/11/18,0.557,0.195,0.805,0.0
@CBS,"Country stars @JonPardi, @OfficialJackson, and more to perform ""ACM Flashbacks"" at the 53rd #ACMawards. Learn more… https://t.co/z2KEo3PVUN",04/11/18,0.0,0.0,1.0,0.0
@CBS,"A superstar like @eltonofficial calls for a spectacular night of unforgettable performances, touching tributes, and… https://t.co/079TjUD6zh",04/11/18,0.361,0.161,0.839,0.0
@CBS,"For more #EltonSalute GIFs, head over to @GIPHY. https://t.co/OEsSrtq46j",04/11/18,0.0,0.0,1.0,0.0
@CNN,"General Electric was blasted by workers, retirees and shareholders bemoaning the downfall of the company they love… https://t.co/fAARRwrAa4",04/25/18,0.0,0.0,1.0,0.0
@CNN,"Now it’s time for your questions. Hear what former FBI Director James Comey has to say in a live town hall tonight,… https://t.co/UyYHtJE8k7",04/25/18,0.0,0.0,1.0,0.0
@CNN,"We're in Sacramento, California, where authorities are expected to announce the arrest of a suspect in the decades-… https://t.co/OhmGMu1HYa",04/25/18,-0.557,0.0,0.777,0.223
@CNN,"""Dr. (Ronny) Jackson's record as a White House physician has been impeccable,"" WH press secretary Sarah Sanders sai… https://t.co/6j4zpDaXyg",04/25/18,0.0,0.0,1.0,0.0
@CNN,Hospitals may soon have to post prices for patients online https://t.co/Un6qsULG9z https://t.co/Yfeoqnbo9p,04/25/18,0.0,0.0,1.0,0.0
@CNN,"CNN's Jim Acosta: Are you trying to say that this administration is a champion of free press?
Press secretary Sarah… https://t.co/U9GC0gNpmo",04/25/18,0.802,0.286,0.714,0.0
@CNN,"In a week of awful news, these three heroes stepped up https://t.co/z1ajdn7AiA https://t.co/AZpNhfwTVa",04/25/18,0.077,0.202,0.613,0.184
@CNN,"Trump's VA Secretary nominee Ronny Jackson ""has undergone four separate background checks,"" says White House press… https://t.co/TBOMDY3DEe",04/25/18,0.0,0.0,1.0,0.0
@CNN,How Trump's travel ban motivated some Muslim Americans to run for office https://t.co/MQ8kNNSmPH https://t.co/W605c8bodq,04/25/18,-0.153,0.161,0.645,0.194
@CNN,The Nashville-area Waffle House where a gunman killed four people over the weekend reopened its doors this morning… https://t.co/T1rDCVpNV1,04/25/18,-0.67,0.0,0.791,0.209
@CNN,"Sarah Sanders addresses questions about the vetting process for Trump's VA pick, Ronny Jackson… https://t.co/94JAJiQOQ0",04/25/18,0.0,0.0,1.0,0.0
@CNN,"White House press secretary Sarah Sanders is holding a briefing.

Watch on CNN: https://t.co/Q7yGNtMtjy

Follow liv… https://t.co/zXDH4AA7RN",04/25/18,0.0,0.0,1.0,0.0
@CNN,A man was threatening to jump off an overpass so these truckers parked underneath to break his fall… https://t.co/tvVl84HjQI,04/25/18,-0.527,0.0,0.833,0.167
@CNN,You can now set your Gmail messages to expire or protect them with a passcode https://t.co/CrTuDpdZt5,04/25/18,0.382,0.157,0.843,0.0
@CNN,The FDA is re-examining the safety of a medication that was approved despite concerns that not enough was known abo… https://t.co/UQ6SWsAktP,04/25/18,0.681,0.237,0.763,0.0
@CNN,Just how big is the Democratic wave going to be this fall? | Analysis by @CillizzaCNN https://t.co/AgH7lzL5uS https://t.co/weJkHyvq1c,04/25/18,0.0,0.0,1.0,0.0
@CNN,"Former President George H.W. Bush is doing much better, a source close to the Bush family says, days after the 41st… https://t.co/DxYG0mpzpb",04/25/18,0.44,0.127,0.873,0.0
@CNN,The Supreme Court has released audio of oral arguments in the challenge of the Trump administration's travel ban:… https://t.co/2D1HoTS0pF,04/25/18,0.296,0.208,0.678,0.114
@CNN,"Hank Azaria says his ""eyes have been opened"" and he's willing to ""step aside"" from playing his controversial ""Simps… https://t.co/FScHNbqHI4",04/25/18,0.0,0.083,0.833,0.083
@CNN,A person believed to be the so-called Golden State Killer wanted in a series of homicides and rapes going back deca… https://t.co/s0nXrAXjGW,04/25/18,-0.869,0.0,0.672,0.328
@CNN,Nickelodeon is bringing back 'Double Dare' https://t.co/DVCe7PWEBC https://t.co/c4K4nemQ6t,04/25/18,0.0,0.0,1.0,0.0
@CNN,"After a series of high-profile clashes with President Trump, former FBI Director James Comey will answer questions… https://t.co/VgBSKcSQkl",04/25/18,0.0,0.0,1.0,0.0
@CNN,"Dallas police officer Rogelio Santander died this morning, a day after he was shot at a Home Depot, according to po… https://t.co/cN2xVuVy3N",04/25/18,-0.557,0.0,0.841,0.159
@CNN,Amazon has launched a new service in 37 US cities that delivers packages to the trunk of your car… https://t.co/sjyJyc2rMg,04/25/18,0.296,0.158,0.842,0.0
@CNN,"A new study suggests the atmosphere on the planet Uranus is composed of hydrogen sulfide, the same molecule that ma… https://t.co/tJhwuXdzDi",04/25/18,0.0,0.0,1.0,0.0
@CNN,"In a week of awful news, these three heroes stepped up https://t.co/IRmO4czPGd https://t.co/AnmqqmL8bA",04/25/18,0.077,0.202,0.613,0.184
@CNN,The Nashville-area Waffle House where a gunman killed four people over the weekend reopened its doors this morning… https://t.co/97wOaXpdfK,04/25/18,-0.67,0.0,0.791,0.209
@CNN,"""My parents came here in search of the American dream... I got into public service to protect that"": More than 90 M… https://t.co/IIf8anSwm0",04/25/18,0.382,0.11,0.89,0.0
@CNN,The next wave of teacher walkouts and demonstrations is about to begin. Here's where dissatisfied teachers are taki… https://t.co/lYYGerHvx7,04/25/18,-0.511,0.0,0.798,0.202
@CNN,"More than 150 severe bleeding cases, four fatal, have been tied to synthetic cannabinoids use.

Synthetic cannabino… https://t.co/1OHsldQWH7",04/25/18,-0.748,0.0,0.715,0.285
@CNN,"French President Emmanuel Macron, addressing a joint session of Congress: “We have to work together… let us work to… https://t.co/Gkwlm6sJPi",04/25/18,0.0,0.0,1.0,0.0
@CNN,Mark Zuckerberg survived 10 hours of grilling by nearly 100 members of Congress. Now he must face Wall Street… https://t.co/QY0y1Cu1Hj,04/25/18,0.511,0.148,0.852,0.0
@CNN,"Five national news organizations, including CNN, are asking a federal court to unseal records from the criminal cas… https://t.co/V7dW7EiLNg",04/25/18,-0.527,0.0,0.833,0.167
@CNN,"Disney World is hiring 3,500 people ahead of its busy summer season https://t.co/Aru3Hv0XJ9 https://t.co/5bLnWiAfHb",04/25/18,0.0,0.0,1.0,0.0
@CNN,Mick Mulvaney just said the swampiest thing ever | Analysis by @CillizzaCNN https://t.co/JqvghB9kU7 https://t.co/7Uf3jCdvVp,04/25/18,0.0,0.0,1.0,0.0
@CNN,"Despite all the kisses and handshakes, the Trump-Macron bromance isn't impressing the French https://t.co/QSVdjd0fvh https://t.co/ZalbjmxfuD",04/25/18,0.115,0.172,0.679,0.149
@CNN,French President Emmanuel Macron is addressing a joint meeting of Congress following two days of talks with Preside… https://t.co/fKefejqUR2,04/25/18,0.0,0.0,1.0,0.0
@CNN,It's a great time to jump into the job market. New hires are getting paid 5% more than they were a year ago… https://t.co/jG3kjIWu7K,04/25/18,0.625,0.163,0.837,0.0
@CNN,"""My parents came here in search of the American dream... I got into public service to protect that"": More than 90 M… https://t.co/KzzWF7EqrH",04/25/18,0.382,0.11,0.89,0.0
@CNN,Hospitals may soon have to post prices for patients online https://t.co/sT4iOlyYsm https://t.co/yy1IFXxN0K,04/25/18,0.0,0.0,1.0,0.0
@CNN,The Supreme Court is poised to hear arguments on the legality of a third version of Trump's original travel ban and… https://t.co/VBTbSEmZP3,04/25/18,0.153,0.262,0.53,0.209
@CNN,"Under 16? Sorry, you're now banned from WhatsApp in Europe https://t.co/H99Dun4jqw https://t.co/t6sQ2PzMZE",04/25/18,-0.511,0.0,0.699,0.301
@CNN,A man was threatening to jump off an overpass so these truckers parked underneath to break his fall… https://t.co/5GAJdLjMUk,04/25/18,-0.527,0.0,0.833,0.167
@CNN,An Indian court has sentenced self-proclaimed Indian spiritual guru Asaram Bapu to life imprisonment for raping a 1… https://t.co/rXttfrFU6t,04/25/18,-0.71,0.0,0.731,0.269
@CNN,"For one moment, Trump sounded like he just wanted to walk away from it all | Analysis by @zbyronwolf … https://t.co/nl48So3fCT",04/25/18,0.361,0.122,0.878,0.0
@CNN,"RT @CNNnewsroom: Sen. John Tester on VA nominee Ronny Jackson: ""The reports that we have heard is that he treated the people above him very…",04/25/18,0.0,0.0,1.0,0.0
@CNN,Two Dallas police officers and a civilian shot at a Home Depot are fighting for their lives https://t.co/lWFekqNqZv,04/25/18,-0.361,0.0,0.857,0.143
@CNN,"In a week of awful news, these three heroes stepped up https://t.co/ZYZMbpWCUo https://t.co/PfGyPTvcc7",04/25/18,0.077,0.202,0.613,0.184
@CNN,Get ready for the world's longest nonstop flight: Almost 20 hours https://t.co/SfRnTYNfO4 https://t.co/3O6pGeH8Fe,04/25/18,0.361,0.172,0.828,0.0
@CNN,Trump keeps saying the US has spent $7 trillion in the Middle East | Analysis by @zbyronwolf https://t.co/c05Q3Dl7Qy https://t.co/mLpCDB5vpb,04/25/18,0.0,0.0,1.0,0.0
@CNN,Twitter posted its second consecutive profitable quarter — and it's adding users https://t.co/Nqbdt9nRmU https://t.co/UT3IekO1Ko,04/25/18,0.44,0.195,0.805,0.0
@CNN,Melania Trump masters the moment https://t.co/gQz9CrgNRN https://t.co/IQJiKtLzZm,04/25/18,0.0,0.0,1.0,0.0
@CNN,It all started with a phone call. CEO @JulieSweet tells @PoppyHarlowCNN why she took a risk and left her job as par… https://t.co/BfoIjRj9OV,04/25/18,-0.273,0.0,0.905,0.095
@CNN,The big legal issue buried in the travel ban case https://t.co/DcCfTXQrt5 https://t.co/GnOcPkmXGn,04/25/18,-0.477,0.099,0.662,0.238
@CNN,"""My parents came here in search of the American dream... I got into public service to protect that"": More than 90 M… https://t.co/QyOxCCeVR8",04/25/18,0.382,0.11,0.89,0.0
@CNN,Stocks are set to fall for the sixth straight day https://t.co/IsWMuuT9cu https://t.co/XovmWIixRR,04/25/18,0.226,0.147,0.853,0.0
@CNN,Hospitals may soon have to post prices for patients online https://t.co/rZLKQdXNDQ https://t.co/SzeyzyRG4i,04/25/18,0.0,0.0,1.0,0.0
@CNN,Why James Comey is not done with Donald Trump | Analysis by @StCollinson https://t.co/TwOWbOnqXu https://t.co/cwCxfgKTOI,04/25/18,0.0,0.0,1.0,0.0
@CNN,The man accused of killing four people at a Nashville-area Waffle House erased his laptop's hard drive weeks before… https://t.co/IsuHT9qK8m,04/25/18,-0.791,0.0,0.667,0.333
@CNN,The Supreme Court is poised to hear arguments on the legality of a third version of Trump's original travel ban and… https://t.co/M5T3afGtOh,04/25/18,0.153,0.262,0.53,0.209
@CNN,"Meet the new Gmail, now with disappearing messages https://t.co/f1E4mYXk0u https://t.co/eIoWWTNooq",04/25/18,0.0,0.0,1.0,0.0
@CNN,"RT @NewDay: Trump's travel ban heads to the Supreme Court today. @LauraAJarrett says, ""The big question is: Do they hand Trump a victory th…",04/25/18,0.494,0.224,0.658,0.118
@CNN,"5 things for Wednesday:

- White House
- Ronny Jackson
- Immigration
- Toronto van attack
- Yemen… https://t.co/HxVqNxi5Zu",04/25/18,-0.477,0.0,0.795,0.205
@CNN,A man was threatening to jump off an overpass so these truckers parked underneath to break his fall… https://t.co/W4hZcHcAuq,04/25/18,-0.527,0.0,0.833,0.167
@CNN,"During an overseas trip in 2015, Rear Adm. Ronny Jackson, the White House physician, was intoxicated and banged on… https://t.co/aWwsSkiEr8",04/25/18,0.0,0.0,1.0,0.0
@CNN,An Indian court has sentenced self-proclaimed Indian spiritual guru Asaram Bapu to life imprisonment for raping a 1… https://t.co/IF9VMjWog0,04/25/18,-0.71,0.0,0.731,0.269
@CNN,"In a week of awful news, these three heroes stepped up https://t.co/ci4xWmAMXC https://t.co/iOZRwvm5x3",04/25/18,0.077,0.202,0.613,0.184
@CNN,Toronto police are still trying to determine whether the van attack suspect's frustrations with women contributed t… https://t.co/5AA9W9chzj,04/25/18,-0.727,0.0,0.724,0.276
@CNN,Get ready for the world's longest nonstop flight: Almost 20 hours https://t.co/YIIVlBmQoz https://t.co/qfDQFAu1D3,04/25/18,0.361,0.172,0.828,0.0
@CNN,Another federal judge has overruled the Trump administration's efforts to end the DACA program -- this time saying… https://t.co/70Tb8fld7H,04/25/18,0.0,0.0,1.0,0.0
@CNN,"Shortly before he allegedly killed 10 pedestrians on Monday, the Toronto van attack suspect may have praised a mass… https://t.co/9SCiJFeeR6",04/25/18,-0.765,0.114,0.536,0.35
@CNN,MSNBC pushes findings that support Joy Reid's claim of fabricated homophobic blog posts https://t.co/qw34MHG0cs https://t.co/zGQS0geOKr,04/25/18,0.758,0.333,0.667,0.0
@CNN,The hands did the talking during Macron's visit | GIF analysis by Brenna Williams https://t.co/LnUmXca7tG https://t.co/nsATZSvKhR,04/25/18,0.0,0.0,1.0,0.0
@CNN,These mysterious Arctic ice holes have NASA scientists puzzled https://t.co/d8VOS8eJI5 https://t.co/qHD64X7chI,04/25/18,-0.178,0.0,0.855,0.145
@CNN,Philadelphia rapper Meek Mill has been released from prison https://t.co/x9hB07b0jU https://t.co/OKBfyCVDC7,04/25/18,-0.511,0.0,0.752,0.248
@CNN,"Nude butts, crime confessions and bullying: Facebook has clarified exactly what you're not allowed to post, and the… https://t.co/bCZ6Tfxg46",04/25/18,-0.813,0.0,0.697,0.303
@CNN,"Busloads of Central American migrants have arrived in the Mexican border city Tijuana, and more are coming.

But it… https://t.co/qVjwGZz9Qr",04/25/18,0.0,0.0,1.0,0.0
@CNN,"Former FBI Director James Comey's book tour has stirred up some backlash, but one week after the book launch, ""A Hi… https://t.co/6QaUXxksqy",04/25/18,0.0,0.0,1.0,0.0
@CNN,Democratic Sen. Jon Tester says embattled Veterans Affairs nominee Ronny Jackson was known for handing out prescrip… https://t.co/B6qCRObcxa,04/25/18,0.0,0.0,1.0,0.0
@CNN,Canada shows the world the right way to face up to evil | By Andrew Cohen via @CNNOpinion https://t.co/22TbvHFis0 https://t.co/O4pSormuD4,04/25/18,-0.66,0.0,0.804,0.196
@CNN,The complete guest list for President Donald Trump's first state dinner https://t.co/HC0LyKdAwt https://t.co/CfTj6gAqZs,04/25/18,0.0,0.0,1.0,0.0
@CNN,A young US serviceman injured in Afghanistan was the recipient of the world's first successful total penis and scro… https://t.co/TKIwgSCPcy,04/25/18,0.273,0.162,0.723,0.115
@CNN,The story behind that viral photo of the past 4 presidents all in the same place https://t.co/2CX3B7ahNY https://t.co/pMzkEGnHkU,04/25/18,0.0,0.0,1.0,0.0
@CNN,Trump keeps saying the US has spent $7 trillion in the Middle East | Analysis by CNN's Z. Byron Wolf… https://t.co/fDyUfnt4ef,04/25/18,0.0,0.0,1.0,0.0
@CNN,"A judge has approved the release of actress Allison Mack on a $5 million bond, days after the former ""Smallville"" s… https://t.co/aYTx4SA1di",04/25/18,0.421,0.128,0.872,0.0
@CNN,"US President Donald Trump on French President Emmanuel Macron: ""They're all saying what a great relationship we hav… https://t.co/SRlWyomFDE",04/25/18,0.625,0.194,0.806,0.0
@CNN,Trump is trolling his political enemies with pardons | Analysis by @zbyronwolf https://t.co/cyFiii9LzZ https://t.co/B0jw4TZBiZ,04/25/18,-0.25,0.134,0.671,0.195
@CNN,Cheap wine is about to get a lot more expensive https://t.co/Zt0dLkzNHC https://t.co/CYmQyhbt7U,04/25/18,0.0,0.0,1.0,0.0
@CNN,"""Shoot me in the head!"" the Toronto suspect yelled. The officer refused. https://t.co/LjxKUbROBf",04/25/18,-0.726,0.0,0.585,0.415
@CNN,Why NRA supporters are blowing up their expensive YETI coolers https://t.co/utbHZGJhjC https://t.co/ZjGGlzvgpx,04/25/18,0.44,0.209,0.791,0.0
@CNN,Melania Trump masters the moment https://t.co/Ul4xsk4Rhq https://t.co/pQrJeHkh7e,04/25/18,0.0,0.0,1.0,0.0
@CNN,"During an overseas trip in 2015, Rear Adm. Ronny Jackson, the White House physician, was intoxicated and banged on… https://t.co/IuCrReGT15",04/25/18,0.0,0.0,1.0,0.0
@CNN,Student-run publications band together for a #SaveStudentNewsrooms campaign https://t.co/fEc3cITQB2 https://t.co/FDJf7105eY,04/25/18,0.0,0.0,1.0,0.0
@CNN,A video animation detailing the Parkland shooter's path through the school was played during a meeting of the Marjo… https://t.co/h9gSI7QuM4,04/25/18,0.34,0.124,0.876,0.0
@CNN,"A teen made a ""promposal"" that included a joke that ""if I was black I'd be picking cotton."" It immediately sparked… https://t.co/LNSLGSrsxx",04/25/18,0.296,0.115,0.885,0.0
@CNN,"Medical marijuana could save many people addicted to opioids, @drsanjaygupta says. Read his open letter to Attorney… https://t.co/7HAbdcUW4I",04/25/18,0.494,0.158,0.842,0.0
@CNN,Republicans are projected to win the special election in Arizona's 8th Congressional District -- but once again Dem… https://t.co/HyiYfBLud3,04/25/18,0.502,0.2,0.8,0.0
@CNN,"The first statue of a woman in Britain's Parliament Square has been unveiled. 

It honors suffragist leader Millice… https://t.co/NoepjBkeOz",04/25/18,0.511,0.163,0.837,0.0
@CNN,North Korea is dependent on China for trade and diplomatic support -- but now Beijing fears Pyongyang is moving out… https://t.co/PI9rzWGzwN,04/25/18,-0.431,0.075,0.774,0.151
@CNN,MSNBC pushes findings that support Joy Reid's claim of fabricated homophobic blog posts https://t.co/gEFix6CqVh https://t.co/32jZRcYLe7,04/25/18,0.758,0.333,0.667,0.0
@FoxNews,"Scott Pruitt's time as EPA administrator dogged by questions about first-class travel, pay raises https://t.co/MA2D6zFWSW",04/25/18,-0.103,0.0,0.909,0.091
@FoxNews,"Moments ago, President @realDonaldTrump responded to music icon @kanyewest, who today said that he loves the presid… https://t.co/vMQWHFb49D",04/25/18,0.572,0.179,0.821,0.0
@FoxNews,"Earlier, @VP tweeted his praise for French President @EmmanuelMacron and the bond between the U.S. and France.… https://t.co/xhHijwPmAH",04/25/18,0.557,0.175,0.825,0.0
@FoxNews,"Bill Clinton 'casually encouraged' Trump to run for president before 2016 race: book - via @brookefoxnews 
https://t.co/aog2Jay3rr",04/25/18,0.494,0.231,0.769,0.0
@FoxNews,"“This really is the most prolific unsolved serial murder case in modern history.” 

Trace Gallagher reports on the… https://t.co/TBR0lVBs2Q",04/25/18,-0.691,0.0,0.793,0.207
@FoxNews,"RT @FoxBusiness: Amazon, Google trading suspended on NYSE, proceeding elsewhere https://t.co/YGD29oeh3x",04/25/18,-0.34,0.123,0.652,0.225
@FoxNews,Fmr. President @GeorgeHWBush's office released a statement today that says he has been moved out of the ICU. Doctor… https://t.co/040EJH9ult,04/25/18,0.0,0.0,1.0,0.0
@FoxNews,"Las Vegas shooting survivors engaged, expected to wed this summer https://t.co/NvfFZgCayu",04/25/18,0.402,0.213,0.787,0.0
@FoxNews,Former President George H.W. Bush has been moved out of the ICU and is improving after being admitted for an infect… https://t.co/zyLfSVv6I9,04/25/18,0.494,0.174,0.826,0.0
@FoxNews,Today the U.S. Supreme Court heard arguments over the Trump administration travel ban. @ShannonBream is outside the… https://t.co/u8off7I8UO,04/25/18,-0.402,0.145,0.602,0.253
@FoxNews,".@PressSec: ""The focus of this travel ban has been on safety and security."" https://t.co/duYSVhN8BN",04/25/18,-0.202,0.152,0.652,0.196
@FoxNews,RT @FoxBusiness: Trump's travel ban sees support from Supreme Court's conservative majority https://t.co/WCuq3zIqRr https://t.co/yzRbWnCgLY,04/25/18,0.402,0.301,0.526,0.172
@FoxNews,RT @FoxBusiness: Sen. Bernie Sanders pushes plan to guarantee every American a job https://t.co/AFh3O0xh6P https://t.co/qBTHNZBprA,04/25/18,0.25,0.133,0.867,0.0
@FoxNews,"RT @FoxBusiness: .@Judgenap: ""This is a vote on whether or not the Constitution permits the @POTUS on the basis of info made known to him b…",04/25/18,0.0,0.0,1.0,0.0
@FoxNews,".@PressSec on a federal judge ordering the White House to continue DACA: ""This ruling is good news for smuggling or… https://t.co/TPLwbCRjvv",04/25/18,-0.052,0.121,0.75,0.129
@FoxNews,".@PressSec on North Korea negotiations: ""We think that the maximum pressure campaign is working, but again we're no… https://t.co/Ac1RfW6Wlc",04/25/18,-0.153,0.0,0.918,0.082
@FoxNews,".@PressSec to @JohnRobertsFox on allegations facing the VA Secretary nominee: ""Dr. Jackson's record as a White Hous… https://t.co/nTrVp2j9e2",04/25/18,0.0,0.0,1.0,0.0
@FoxNews,"RT @BretBaier: Attention all @FoxNews fans in #WestVirginia-- @marthamaccallum &amp; I will host a debate in Morgantown Tuesday, May 1st on #Fo…",04/25/18,0.0,0.0,1.0,0.0
@FoxNews,.@PressSec Sarah Sanders holds a briefing at the @WhiteHouse https://t.co/YfWLvYYpR5,04/25/18,0.0,0.0,1.0,0.0
@FoxNews,".@SenBobCorker on the Iran deal: ""I've long thought unless something changes, [@POTUS] will pull out."" https://t.co/Xnd1Gw5Dhp",04/25/18,0.0,0.0,1.0,0.0
@FoxNews,2-year-old motorist uses McDonald's drive-thru and Ronald ain't lovin' it https://t.co/y71qh5vX5K,04/25/18,0.0,0.0,1.0,0.0
@FoxNews,"Love triangle ends in murder-suicide with 'blood everywhere' as disguised wife guns down mistress, cops say https://t.co/TCRuJz18rc",04/25/18,0.477,0.197,0.704,0.099
@FoxNews,"Morgan Freeman's step-granddaughter spoke about 'grandpa feelings' before her murder, text messages reveal https://t.co/5CNpYodKtb",04/25/18,-0.691,0.0,0.734,0.266
@FoxNews,".@SenatorCardin: ""I opposed the Iran Deal, but I think it would be a mistake for the United States to unilaterally… https://t.co/x6RiQetFrA",04/25/18,0.153,0.155,0.714,0.13
@FoxNews,Ronan Farrow says Hillary Clinton almost bailed on scheduled interview over his Harvey Weinstein reporting https://t.co/VRQ9PKT8Y7,04/25/18,0.0,0.0,1.0,0.0
@FoxNews,"Golden State Killer suspect arrested in California, reports say (via @RyanGaydos) https://t.co/IYMoCkcKAO",04/25/18,-0.863,0.0,0.484,0.516
@FoxNews,".@RepMikeCoffman: ""If [Ronny Jackson's] not going to be tough in cleaning house, he will fail in this job.""… https://t.co/XSMqOXz679",04/25/18,-0.612,0.0,0.773,0.227
@FoxNews,Government's war on pizza? Looming ObamaCare menu rule has restaurant owners worried https://t.co/21i2aIlVbm,04/25/18,-0.765,0.0,0.568,0.432
@FoxNews,"MUST SEE: Tune in to @BretBaier's interview with former FBI Director James @Comey, Thursday at 6p ET on Fox News Ch… https://t.co/XdTnldazhO",04/25/18,0.0,0.0,1.0,0.0
@FoxNews,Truckers line up under Michigan overpass to save suicidal man who threatened to jump (via @travfed)  https://t.co/0NRG8jP9gX,04/25/18,-0.649,0.13,0.567,0.304
